id,battle_type,winner,votes_winner,votes_loser,votes_nv,votes_ot,overtime,notes
N9qfacxt93c,judged,YoungOne,3,0,0,0,no,Anygma said 5-0 here but it is a Won Minutes battle; probably just misspoke
NCElL6MbZ_g,judged,Caspher,3,2,0,0,no,none
NJsHd-Az5M0,judged,Aklas,3,2,0,0,no,none
NJtWAraeB6U,judged,Hazky,3,2,0,0,no,none
NKq7DKkwdPA,judged,Ban,5,0,0,0,no,none
NN615PdJZP4,judged,Yuniko,3,0,0,0,no,none
NPnScYnJv2Q,judged,Sur Henyo,5,0,0,0,no,none
NQzddAr3eUM,judged,M Zhayt,5,0,0,0,no,none
NUUgm_EqOig,judged,Apekz,7,0,0,0,no,none
NUtI2Kdfcts,judged,Sickreto,4,1,0,0,no,none
NYHI3wJzeE0,judged,Aelekz,4,1,0,0,no,none
NcFLAIy_YRc,judged,Katana,4,1,0,0,no,none
NfmuIt_IvXk,judged,Tipsy D,7,0,0,0,no,none
NgBRka0yjbM,judged,Resiak,3,0,0,0,no,none
NlPRot88n_0,judged,Numerhus,4,1,0,0,no,none
NqTgAUUoGAo,judged,Katana,5,0,0,0,no,none
NumdcFwxvm0,judged,J-King,4,1,0,0,no,none
Nxd9sphibZI,judged,Apekz,7,0,0,0,no,none
NxxdgCWkZoI,judged,Dodong Saypa,4,1,0,0,no,none
O3_GKWB8tj0,judged,Sak Maestro,5,0,0,0,no,none
O6mS83BSivI,judged,SlockOne,7,0,0,0,no,none
O6tnJAa-U58,judged,Tipsy D,5,0,0,0,no,none
ONTyTzN9b94,judged,Zend Luke,5,0,0,0,no,none
OP9opb1T1Hw,judged,Illtimate,3,2,0,0,no,none
O_54EQEWVNI,judged,JDee,5,0,0,0,no,none
O_J8J9FaITk,judged,Luxuria,7,0,0,0,no,none
O_KZuCcwol0,judged,Illtimate,3,0,0,0,no,none
Odksj8yAVxU,judged,J-Blaque,3,2,0,0,no,none
OepVPDWPxeo,judged,Baltz,4,1,0,0,no,none
OxS28uUWZrM,judged,Fangs,5,0,0,0,no,none
P3dNb2njEMc,judged,J-Blaque,5,0,0,0,no,none
P7LP92Yhi-g,judged,Mistah Lefty,5,0,0,0,no,none
PBbDG-XPsNM,judged,Mackata,5,0,0,0,no,none
PFGRn5uJi9Y,judged,Asser,4,3,0,0,no,none
PGpmhtUtyvc,judged,Kregga,3,2,0,0,no,none
PI47hp869MM,judged,LilStrocks,2,1,0,0,no,none
PM1jg_Y0VP0,judged,Manda Baliw,5,0,0,0,no,none
PVtQj7pnIlg,judged,M Zhayt,5,0,0,0,no,none
PcrQ8ajVNPw,judged,Poison13,5,0,0,0,no,none
PhLzuYcL3Y8,judged,Batang Rebelde,5,0,0,0,no,none
PtnS5Eeci3U,judged,Jawz,3,0,0,0,no,none
PwTaeH0V--4,judged,BLKD,7,0,0,0,no,none
Q10fQjGC55I,judged,LilJohn,5,0,0,0,no,none
Q6uJcXkHFTk,judged,Sensei,5,0,0,0,no,none
Q76t76Pji-M,judged,Elbiz,5,2,0,0,no,none
QACw2qbYPGg,judged,Si7ick,5,0,0,0,no,none
QEJuvfegSqI,judged,G-Clown,5,0,0,0,no,none
QGLR66YRy-Q,judged,Chaliz,3,2,0,0,no,none
QHVhwMWohPE,judged,CNine,5,0,0,0,no,none
QLmYdRLqd5o,judged,Mac T,3,2,0,0,no,none
QPlUWTlok24,judged,Cedie,5,0,0,0,no,none
QRpwMRlbtNU,judged,Thike,5,0,0,0,no,none
QSaQSxrl2uA,judged,NothingElse,4,1,0,0,no,none
QWH29MmaRQ8,judged,G-Clown,3,2,0,0,no,none
Qc0Ph1IVEC0,promo,NA,NA,NA,NA,NA,NA,none
QdEnZ0wE_H0,judged,J-Skeelz,3,2,0,0,no,none
QfNRBbL65Uk,judged,GL,5,0,0,0,no,none
Qj1eJV9m7lc,judged,Asero,3,2,0,0,no,none
QlmLXBvMJFI,judged,Flict-G,5,0,0,0,no,none
Qou0_qhERtw,judged,Sickreto,5,0,0,0,no,none
QsQkNDepZBU,judged,BLKD,5,0,0,0,no,none
Qu-IY_vfnSU,judged,Sur Henyo,5,0,0,0,no,none
R2wM-F4nTic,judged,Ban,3,2,0,0,no,none
R465GdZsIR4,judged,Sixth Threat,3,2,0,0,no,none
R5XnvvWW2oc,judged,Nadnad,5,0,0,0,no,none
R6SiU2cp-7U,judged,Fukuda,3,2,0,0,no,none
R7anFm1vRYE,judged,Linax,5,0,0,0,no,none
RDX9rWnsXy4,judged,Batang Rebelde,4,1,0,0,no,none
RDiDkJHcnqs,judged,Negho Gy,5,0,0,0,no,none
RFU9nhvgxaM,judged,Jonas,5,0,0,0,no,none
RLMwvBTRNPE,judged,Plazma,3,2,0,0,no,none
RMkisdubvnQ,judged,Zend Luke,3,2,0,0,no,none
RQxUqqd4wN4,judged,Kregga,5,0,0,0,no,none
RdnJB8Wt_i0,judged,Hazky,5,2,0,0,no,none
ReIeGTkmchg,judged,PriceTagg,4,0,0,1,no,none
RgsYs5tyA1k,judged,LilJohn,3,2,0,0,no,none
RhxhLrrGRwY,judged,Lhipkram,5,0,0,0,no,none
RkNVpaKiUPI,judged,Ban,5,0,0,0,no,none
S0MOQgI2tpc,judged,CripLi,5,0,0,0,no,none
S5_uqVE8XlE,judged,Numerhus,5,0,0,0,no,none
S87qsJZzGR0,judged,Sinio,4,1,0,0,no,none
SBjqtV9un78,judged,EJ Power,3,2,0,0,no,none
SFqHAVbhvPY,judged,Zaito,5,0,0,0,no,none
SGfCoop7PWs,judged,PriceTagg,3,2,0,0,no,none
SQp-0hvDxuc,judged,Deadline,4,1,0,0,no,none
STeBG-LSy94,judged,Aklas,4,1,0,0,no,none
SUk4U9iPc8U,judged,Chris Ace,3,0,0,0,no,none
SXT0FqertLI,judged,K-Ram,5,0,0,0,no,none
Sg966fl5_V4,judged,Chris Ace,4,1,0,0,no,none
Sh7_MSr4t2w,judged,Crypto,3,0,0,0,no,none
SjtaroUyNtQ,judged,G-Clown,3,2,0,0,no,none
StPj0lYkZgY,judged,Tipsy D,5,0,0,0,no,none
SuZ4Igvvah4,judged,GI,5,0,0,0,no,none
SwEi7XWTocE,judged,Invictus,5,0,0,0,no,none
SxTO7mRqVOE,judged,Zaito,3,2,0,0,no,none
T-qXrpkd0Z8,judged,Tweng,3,2,0,0,no,none
T2L1xXaP8NI,judged,Thike,5,0,0,0,no,none
T4zf76-Qmrc,judged,CNine,4,1,0,0,no,none
TAInI0g-BXQ,judged,Vitrum,7,0,0,0,no,none
TIBhgTg0GII,judged,Mimack,4,1,0,0,no,none
TKKFI5auE7E,judged,K-Ram,3,0,0,0,no,none
TW4r7CMNnyc,judged,Marshall Bonifacio,5,0,0,0,no,none
Tb5x9JfFXWc,judged,Aklas,5,0,0,0,no,none
TcJEedJa-HM,judged,Duma,3,0,0,0,no,none
TdUeQZpzrmY,judged,Loonie,7,0,0,0,no,none
TeDGDuM9vNU,judged,Marshall Bonifacio,5,0,0,0,no,none
TfCX9xRMgXw,judged,BLKD,4,1,0,0,no,none
TiK1WVN9vJA,judged,Apoc,5,0,0,0,no,none
TjJnuG8hhas,judged,J-King,5,2,0,0,no,none
TmrDz8b6aBw,judged,Ruffian,7,0,0,0,no,none
Tpa9ARGVim8,judged,Climax,3,0,0,0,no,none
Tr0WgKjvQOM,judged,Lhipkram,5,0,0,0,no,none
TsfHbqZej68,judged,Tipsy D,7,0,0,0,no,none
Tx-PCGa-410,judged,Pistolero,5,0,0,0,no,none
TyBEJX4RysQ,promo,NA,NA,NA,NA,NA,NA,none
Tycr21-NO5s,judged,Batas,5,0,0,0,yes,none
U-JBtO-85kk,judged,M Zhayt,4,1,0,0,no,none
U3HXIfZXJgw,judged,Negho Gy,2,1,0,0,no,none
U4NpeaZ7kbo,judged,Batas,5,0,0,0,no,none
UBMOw8Fm4e4,judged,Lil Sisa,4,1,0,0,no,none
UGbt13LNZJw,judged,Andy G,4,1,0,0,no,none
UIu1GS1usiQ,judged,Pistolero,6,0,0,0,no,none
UJZf0IOkETU,judged,Zaki,4,1,0,0,no,none
UKa_IX39ZeY,judged,Makii,4,1,0,0,no,none
USmtYdK4u7M,judged,Apekz,7,0,0,0,no,none
UTn4q9FSXnU,judged,Zend Luke,5,0,0,0,no,none
UYlpa0CMBD0,judged,Poison13,5,0,0,0,no,none
UZ60w5aotaQ,judged,CNine,5,0,0,0,no,none
Ua64zisXhCs,judged,Apekz,5,0,0,0,no,none
UayzAGJfsMw,judged,CripLi,4,1,0,0,no,none
UfFT7TbtRy0,promo,NA,NA,NA,NA,NA,NA,none
Ufqj2SR9IMA,judged,Pistolero,5,0,0,0,no,none
UhWHRo9OvKA,judged,Doc Pau,3,2,0,0,no,none
UoheaN0Q6fM,judged,Apekz,5,0,0,0,no,none
UpuXF9IOWpw,judged,Castillo,5,0,0,0,no,none
UslUIIgeK9I,judged,Towpher,2,1,0,0,no,none
UyKR1d21-fc,judged,CNine,3,2,0,0,no,none
UypvEz_A2uo,judged,BLKD,5,0,0,0,no,none
V0jIjeDG3rU,judged,Plazma,5,2,0,0,no,none
V5Qqcyu06Rs,judged,Marshall Bonifacio,5,0,0,0,no,none
V7o88-MmF9I,judged,Aklas,5,0,0,0,no,none
VG0MbsekLB0,judged,Zaki,4,1,0,0,no,none
VGRJQgBnpcQ,judged,J-Blaque,5,0,0,0,no,none
VGuE7a7Qj50,judged,JDee,5,0,0,0,no,none
VLupgQ4zDT4,judged,Frooz,5,0,0,0,no,none
VMdG6x4EUCA,judged,Kregga,3,2,0,0,no,none
VU5hNrSiT8M,judged,Poison13,4,1,0,0,no,none
VgugLPhVlqU,judged,Jonas,4,1,0,0,no,none
VkMz2kpRkYc,judged,3rdy,5,0,0,0,no,none
VrbMjuCqwWI,judged,LilJohn,5,0,0,0,no,none
VseajutIVVk,judged,J-King,5,0,0,0,no,none
Vz5SzkRo5Fc,judged,NA,NA,NA,NA,NA,NA,Anygma says 5-0 for both so it's a draw
W-w7s55c9z4,judged,Asser,3,2,0,0,no,none
W6WQ5FaLHUI,judged,BLKD,5,0,0,0,no,none
W8b4cNAoALo,judged,Deadline,3,0,0,0,no,none
WDmcqtoywb0,judged,Zaito,4,1,0,0,no,none
WFzb5SYPelE,judged,K-Ram,5,0,0,0,no,none
WGbHppei6ig,judged,Batas,6,1,0,0,no,none
WGr56CQo3p0,judged,Luxuria,3,0,0,0,no,none
WJiSYDu5ato,judged,Katana,4,3,0,0,no,none
WVMP0piBeT4,judged,C-Quence,5,0,0,0,no,none
WVdTtw8tkQs,judged,Luxuria,5,0,0,0,no,none
WWHa_Wp_yRc,judged,Verb,5,0,0,0,no,none
Wh30oebR_MQ,judged,C-Quence,3,0,0,0,no,none
WiQ6uIQBmNQ,judged,Batang Rebelde,5,0,0,0,no,none
WtRy-av50eE,judged,Manda Baliw,5,0,0,0,no,none
WxmAY4Qrodk,judged,Marshall Bonifacio,5,0,0,0,no,none
XDo5Is8mCtY,judged,Ryl,2,1,0,0,no,none
XJsW57m9AmY,judged,Romano,5,0,0,0,no,none
XMu2WAiS6rY,judged,Mhot,5,0,0,0,no,none
XNVCF-igoKw,judged,Cygnus,2,1,0,0,no,none
XVvIEXOt_D4,judged,Marshall Bonifacio,5,0,0,0,no,none
X_IkGInw_lE,judged,Batas,7,0,0,0,no,none
Xdd_GxVzTug,judged,Maxford,5,0,0,0,no,none
Xfsbnz_WTLs,promo,NA,NA,NA,NA,NA,NA,none
XnxqXonZiVM,judged,BLKD,5,0,0,0,no,none
XyEZc9VZUmg,judged,Manda Baliw,5,0,0,0,no,none
Xz0skivZuI4,judged,CripLi,3,0,0,0,no,none
Y0hgfpGo3cE,judged,J-King,5,0,0,0,no,none
Y2ah4V7CqiA,judged,Zero Hour,5,0,0,0,no,none
Y6vjhLIAWVc,judged,Batas,5,0,0,0,no,none
Y7q1NUrxEZo,judged,Marshall Bonifacio,5,0,0,0,no,none
YEAkNeofds8,judged,AKT,3,2,0,0,no,none
YHUaTOiGXBI,judged,GL,5,0,0,0,no,none
YJsxEwgp-fc,judged,Lhipkram,3,2,0,0,no,none
YMIm1Xh2MRU,judged,Andy G,4,1,0,0,no,none
YN3kLkiLzXA,judged,Shehyee,6,1,0,0,no,none
YNUAQhjOmpU,judged,M Zhayt,6,3,0,0,no,none
YOPtHwVWzn4,judged,Apekz,7,0,0,0,no,none
YVGlSfmFPzA,judged,Prosecutor Billy,5,0,0,0,no,none
YdQanPDK-4Y,judged,Jonas,5,0,0,0,no,none
Yn-OfMIz478,judged,Nikki,3,2,0,0,no,none
Yo94Z6I3YVs,judged,Poison13,5,0,0,0,no,none
YoFx5KeltMQ,judged,Hespero,5,0,0,0,no,none
Ys_lr96EMWE,judged,Don Pao,4,1,0,0,no,none
Z3J1IlETeIo,judged,Nerd Skillz,5,0,0,0,no,none
Z8_K6viaZ7o,judged,Smugglaz,5,0,0,0,no,none
ZDqJh4mLcn4,judged,J-Skeelz,6,0,0,0,no,none
ZGJLjwgLuRs,judged,RG,5,0,0,0,no,none
ZJfQmTzjPUo,judged,Hazky,5,0,0,0,no,none
ZLeHi6JYcYo,judged,Andy G,4,1,0,0,no,none
ZS1yMD11X0Y,judged,K-Ram,3,2,0,0,no,none
ZXavy6Bo8t4,judged,Abra,7,0,0,0,no,none
ZZdIifi92ck,judged,Hazky,5,0,0,0,no,none
ZaetK02hDu0,judged,Pistolero,7,0,0,0,no,none
Zdrsm1QEhn4,judged,Stiff,5,0,0,0,no,none
ZmA_WXN_YY4,judged,Lhipkram,3,2,0,0,no,none
ZmJhgW1ZxVc,judged,Jonas,3,2,0,0,no,none
Zu0Jn6VhSWU,judged,Philos,5,0,0,0,no,none
_5i1saQIygI,judged,R-Zone,2,1,0,0,no,none
_91hINDmHxA,judged,Jigsaw,4,1,0,0,no,none
_E0bjUOpIYk,judged,Prince Rhyme,5,0,0,0,no,none
_NahblOJVJ4,judged,Poison13,5,0,0,0,no,none
_V9UVeo2zDo,judged,Sayadd,4,3,0,0,no,none
_WnwqsVPfiU,judged,M Zhayt,4,1,0,0,no,none
_ZWvMcXmg5M,judged,Poison13,5,0,0,0,no,none
_Zh_AcP-kK8,judged,Castillo,5,0,0,0,no,none
_a1GCl5eBPc,judged,Hazky,7,0,0,0,no,none
_hdnb8OUfPc,judged,Damsa,3,2,0,0,no,none
_iC52xNl8k8,judged,Badang,5,0,0,0,no,no 5th judge; crowd cheer used as last judge
_pD83Bl3dRg,judged,Sur Henyo,7,0,0,0,no,none
_pZoQHgtJUg,judged,J-Blaque,5,0,0,0,no,none
_spdwIDIfB0,judged,Lhipkram,5,0,0,0,no,none
_twV2LsxMYA,judged,Tipsy D,5,0,0,0,no,none
a--2Nwm4Wkw,judged,Rapido,3,2,0,0,no,none
a1VJZulfzUE,judged,Abra,5,0,0,0,no,none
a4bo-nYRxSo,judged,Smugglaz,5,0,0,0,no,none
aCMshfBk8nc,judged,Sak Maestro,5,0,0,0,no,none
aDBnSKEPQOY,judged,Kalixs,4,1,0,0,no,none
aDgPm4e40TM,judged,Shernan,4,1,0,0,no,none
aJ6yzMdvOvU,judged,Climax,5,0,0,0,no,none
aM2OPiJFidk,judged,SlockOne,5,0,0,0,no,none
aRB4n19Cx8k,judged,Pistolero,5,0,0,0,no,none
aSeypPn66V8,judged,Saint Ice,3,2,0,0,no,none
aSz8tjCaycs,promo,NA,NA,NA,NA,NA,NA,Feels like a throwaway promo battle; no judges shown in video
abyNh2wLYjw,promo,NA,NA,NA,NA,NA,NA,none
adva1cGfmgo,judged,Class G,5,0,0,0,no,none
agoPL2tI02s,judged,K-Ram,5,0,0,0,no,none
akxTbU1qwRs,judged,Hearty,4,1,0,0,no,none
apJQez_V6-Q,judged,Elbiz,5,0,0,0,no,none
appI00yZ96I,judged,Rapido,4,1,0,0,no,none
aqNz5JatuOc,judged,Karisma,5,0,0,0,no,none
awb3QTd0wYM,judged,Lhipkram,3,2,0,0,no,none
axq1ByTBwGs,judged,PriceTagg,3,2,0,0,no,none
b4oPKYahBow,judged,Mackata,5,0,0,0,no,none
b8mcEjax5fs,judged,BLKD,5,0,0,0,no,none
bFWLApcPap0,judged,K-Ram,4,1,0,0,no,none
bGOxyj9Iwy8,judged,GL,5,0,0,0,no,none
bJ8G0fJTnok,judged,Batang Rebelde,5,0,0,0,no,none
bPn-GqqsPvk,judged,Invictus,7,0,0,0,no,none
bbvTbcnxbXE,judged,Manda Baliw,5,0,0,0,no,none
besCYPi5FOw,judged,Apekz,3,0,0,2,no,none
bhSOKoiEWZg,judged,Rapido,3,2,0,0,no,none
bi9MhjEqlUw,judged,Yagi,2,1,0,0,no,none
bs30EUK9yMM,judged,Fukuda,3,2,0,0,no,none
btNyYRFMeyQ,judged,Don Busabos,4,1,0,0,no,none
bw98VPcJj8U,judged,Fangs,5,0,0,0,no,none
c-0BJdx3QMk,judged,BLKD,5,0,0,0,no,none
c7YVtUx6W_Y,judged,Thike,5,0,0,0,no,none
cBD4EStexTI,judged,Keelan,4,1,0,0,no,none
cBei6d3dxJI,judged,Fukuda,7,0,0,0,no,none
cCdj_E-5tAo,judged,Vitrum,4,1,0,0,no,none
cFgzl48qyb0,judged,Karisma,5,0,0,0,no,none
cRK8H17Vgq0,judged,Sak Maestro,5,0,0,0,no,none
cT0FYlsW2c4,judged,Fukuda,7,2,0,0,no,none
cUCqeBUh2JM,judged,SinCity,3,2,0,0,no,none
caoLTjDdV4w,judged,Daging,2,1,0,0,no,none
cf7SSpWq9Hw,judged,Sur Henyo,4,3,0,0,no,none
cffBTU2xSO8,judged,EJ Power,5,0,0,0,no,none
chSqZvbAcqs,judged,Pistolero,5,0,0,0,no,none
clgw5UsdEfM,judged,Pistolero,5,0,0,0,no,none
cqM5xREWYmU,judged,J-King,5,0,0,0,no,none
cx609072oc8,judged,JR Zero,5,0,0,0,no,none
d-c785qBKbQ,judged,Poison13,4,1,0,0,no,none
d60VR04Udrs,judged,Towpher,3,2,0,0,no,none
dA7SyMGymN4,judged,Sensei,2,1,0,0,no,none
dAQPkpvH3fA,judged,Thike,5,0,0,0,no,Surprise Freestyle Battle; battle with a beat
dHkHLIZ6LMM,judged,Sayadd,5,0,0,0,no,none
dQMBbh6pPfQ,judged,CripLi,4,1,0,0,no,none
dUlQfGAyvLU,judged,Badang,5,0,0,0,no,none
dZubxmBbMco,judged,Fukuda,3,2,0,0,no,none
dZy-tl_K-gs,judged,Andros,2,1,0,0,no,none
dhLmpcmqKrM,judged,Poison13,5,0,0,0,no,none
doQCIlcFOvI,judged,Lhipkram,5,0,0,0,no,none
duQju77-2fc,judged,Tatz Maven,5,0,0,0,no,none
dwvOj-nrzPs,judged,Hazky,5,0,0,0,no,none
dxZ2UoKharc,judged,Zero Hour,4,1,0,0,no,none
dy2cv1wDZEI,judged,M Zhayt,6,1,0,0,no,none
e07pwmloZOY,judged,Shernan,5,0,0,0,no,none
e3NEiFyEJTc,judged,EJ Power,7,0,0,0,no,none
e6uzjTULlrA,judged,Apoc,5,0,0,0,no,none
e9dbvtAJjlA,judged,BLKD,4,1,0,0,no,none
eG96pPRwD2Y,judged,Kregga,5,0,0,0,no,none
eS8FYO8qhxk,judged,Ruffian,4,1,0,0,no,none
eTrp2cPm5z0,judged,Target,4,1,0,0,no,none
eWO0x_McjQ8,judged,Snob,3,2,0,0,no,none
eb2aZkIcs2k,judged,JR Zero,3,0,0,0,no,none
ehaZ6YuY_z8,judged,SirDeo,5,0,0,0,no,none
el9T-u81XZU,judged,SlockOne,4,1,0,0,no,none
esRLSBBbYPE,judged,Manda Baliw,3,2,0,0,no,none
f-AchBC5eNM,judged,Nerd Skillz,3,2,0,0,no,none
f6XUzS5dGOs,judged,BLZR,5,0,0,0,no,none
f6nSIvEZLvY,judged,Arma,3,0,0,0,no,none
f6xKMWLHy-Y,judged,Romano,5,0,0,0,no,none
f6zcSqVbxAI,judged,Romano,5,0,0,0,no,none
fB54-PjaNOY,judged,Manda Baliw,3,2,0,0,no,none
fEOuvQA4IFc,judged,LilJohn,5,0,0,0,no,none
fEm_8k_dy8A,judged,Dave Ill,3,2,0,0,no,none
fGPW0w7j9Gs,judged,RG,2,1,0,0,no,none
fGnbqVL7G0Y,judged,LilJohn,5,0,0,0,no,none
fGuH0wWjQBk,judged,Ruffian,5,0,0,0,no,none
fIMCZ33Vxxs,judged,Hizuka,3,2,0,0,no,none
fNM3CeJL5cw,judged,Vitrum,7,0,0,0,no,none
fQQR6YN9_vY,judged,Aelekz,4,1,0,0,no,none
fZYvA6wGOAI,judged,Kaream,4,1,0,0,no,none
fZri3c9KBnU,judged,Tipsy D,5,0,0,0,no,none
ff_cbFgi7JM,judged,Murdz,3,0,0,0,no,none
fi6Ur1PY1Y8,judged,Jonas,3,2,0,0,no,none
fjdkWiPq70k,judged,Damsa,5,0,0,0,no,none
flu9KofsnfU,judged,Zaki,3,2,0,0,no,none
ftegVRryhlM,judged,Goriong Talas,5,0,0,0,no,none
ftpO4-VV0Wg,judged,Romano,7,0,0,0,no,none
fxGAfrn4e4A,judged,Poison13,4,1,0,0,no,none
fzJ2qunagog,judged,Pistolero,5,2,0,0,no,none
g5OFqEv70nk,judged,EJ Power,5,0,0,0,no,none
g7N-Cj7qbsU,judged,Fukuda,5,0,0,0,no,none
gB6fFketHYs,judged,Pistolero,7,0,0,0,no,none
gBJGGHH9-XU,judged,Dee,2,1,0,0,no,none
gFno5uyGziY,judged,Plazma,5,0,0,0,no,none
gM_Xp_H2PTE,judged,GL,7,0,0,0,no,none
gPd9vKCVisI,judged,Nikki,4,1,0,0,no,none
gVGHFF0L-4s,judged,Shaboy,4,1,0,0,no,none
gWIq4coT0_I,judged,Ejo,5,0,0,0,no,none
gYvLz2LHqBk,judged,SirDeo,3,2,0,0,no,none
gZ1B7eAD90Q,judged,Sak Maestro,4,1,0,0,no,none
ga-4rNa1ZJs,judged,NA,NA,NA,NA,NA,NA,4 votes to draw and 1 vote for Harlem; majority votes draw so draw
gb3Kh_rSbco,judged,Poison13,5,0,0,0,no,none
gj08m8twsKU,judged,Poison13,5,0,0,0,no,none
gjT8kbjmgKA,judged,Frooz,3,2,0,0,no,none
gkNYlG4e8hY,judged,Sixth Threat,6,1,0,0,no,none
go5_4Vp1wB4,judged,Abaddon,5,0,0,0,no,none
gu-_mugqlLI,promo,NA,NA,NA,NA,NA,NA,Not explicitly a promo battle but there is no judging section in the video so I will say promo for now
gvGB6brbXE8,judged,Invictus,5,0,0,0,no,none
h0qgb-Qhpk8,judged,Kregga,5,0,0,0,no,none
h8VBIYFO4qo,judged,Gameboy,3,0,0,0,no,none
hGSMHOzoHJU,judged,AKT,3,2,0,0,no,none
hHaNPvxp1Ws,judged,GL,5,0,0,0,no,none
hVZMkpdy9KY,promo,NA,NA,NA,NA,NA,NA,none
hcjaNF15Xuo,judged,Elbiz,4,1,0,0,no,none
hdd_gcjrCOc,judged,Luxuria,6,1,0,0,no,none
hhgbmSMzYak,judged,Batang X,3,2,0,0,no,none
hjwKvZoFPOo,judged,Pistolero,5,0,0,0,no,none
hlvC1_gUMQg,judged,Poison13,5,0,0,0,no,none
hnTRJtzeVcE,judged,Illtimate,5,0,0,0,no,none
hr6CxxuHwcw,promo,NA,NA,NA,NA,NA,NA,none
hu44yltPMC4,judged,CNine,4,1,0,0,no,none
hv7NO0dOLcU,judged,JDee,5,0,0,0,no,none
hyxQNf0MTXg,judged,Asser,5,0,0,0,no,none
i-aPJqgRmWM,judged,M Zhayt,5,0,0,0,no,none
i1HWoDTzwhk,judged,Apoc,3,2,0,0,no,none
i1k-FSWOOps,judged,KJap,5,0,0,0,no,none
i7MWRGoftQE,judged,M Zhayt,5,0,0,0,no,none
iHsow0_k6v8,judged,Harlem,5,0,0,0,no,none
iKDl_K5v1c8,judged,JR Zero,3,2,0,0,no,none
iLo6xEvXRRA,judged,Zero Hour,4,1,0,0,no,none
iO-gYTe6fQY,judged,Hespero,2,1,0,0,no,none
iQUwhNNj9rE,judged,Saint Ice,3,2,0,0,no,none
iReYgDruGEM,judged,R-Zone,4,1,0,0,no,none
iWC217Fns1Y,judged,LilStrocks,5,0,0,0,no,none
iXukGfI2rR4,judged,BLKD,5,0,0,0,no,none
i_Iu_G4l-iU,judged,Kenzer,3,0,0,0,no,none
ia-jddmYmaQ,judged,Loon,2,1,0,0,no,none
if-BPCBkcdc,judged,Towpher,4,1,0,0,no,none
ihF7XVmS1tg,judged,Notorious,4,0,0,1,no,none
iyO-FmxzEIA,judged,Shaboy,5,0,0,0,no,none
j-UVdpN9n40,judged,Batas,4,1,0,0,no,none
j3zUyCyzt2I,judged,Invictus,4,1,0,0,no,none
j5J-QMycLRQ,judged,Asser,7,0,0,0,no,none
jAMZ0N4V6H8,judged,Zend Luke,5,0,0,0,no,none
jDJD3GO69Dk,judged,G-Clown,7,0,0,0,no,none
jGfnb4OGi8Q,judged,Blitzen,4,1,0,0,no,none
jJyu2XqBb0s,judged,Ran,3,2,0,0,no,none
jK4AdX5zwTc,judged,Plazma,7,0,0,0,no,none
jMIyyzSvRSA,promo,NA,NA,NA,NA,NA,NA,none
jOmCAf2nkng,judged,Sinio,5,0,0,0,no,none
jPwjKPoRb-s,judged,Mhot,5,0,0,0,no,none
jT6M6R1kJnY,judged,Batang Rebelde,5,0,0,0,no,none
jZgGidI-EW8,judged,Sayadd,3,2,0,0,no,none
j_YWbWmGjkI,judged,Zend Luke,5,0,0,0,no,none
jabX9Kuyzng,judged,Katana,3,0,0,0,no,none
jhdocKYN07s,judged,Rudic,3,2,0,0,no,none
jtOnYVHQQUU,judged,Pistolero,5,0,0,0,no,none
jtSy0niBR8o,judged,CripLi,5,0,0,0,no,none
k4xo6Zq-CBA,judged,Jonas,4,1,0,0,no,none
k5AdJL5U_do,judged,Manda Baliw,4,1,0,0,no,none
kHS6kUJRkp0,judged,Martin,3,2,0,0,no,none
kI7oBrjC0CE,promo,NA,NA,NA,NA,NA,NA,No judges for the battle; not explicitly said to be promo but promo nonetheless
kJg858-Ztkc,judged,Tulala,3,0,0,0,no,none
kLopYRzlm4M,judged,Sak Maestro,5,0,0,0,no,none
kSaHstqhkX0,judged,Sinio,5,0,0,0,no,none
kXwLP5IP1zM,judged,KJap,5,0,0,0,no,none
kZ5wejOOawU,judged,Aklas,3,2,0,0,no,none
khpGSHEolQE,judged,Shernan,5,0,0,0,no,none
knuCTZO-N58,judged,Melchrist,5,0,0,0,no,none
kr5xh8aLjrA,judged,Loonie,9,0,0,0,no,none
krwRDjmCkmE,judged,JDee,3,2,0,0,no,none
ksVYzeMPeCU,judged,Shernan,4,3,0,0,no,none
l4OwcE3-dBc,judged,Zaito,3,2,0,0,no,none
l7DN1QQEEDg,judged,Poison13,7,0,0,0,no,none
lAVcxpjJsu0,judged,Caytriyu,5,0,0,0,no,none
lBsg9m1GLIY,judged,Loonie,6,1,0,0,no,none
lCYDCTcEpIY,judged,Zaito,3,2,0,0,no,none
lCayXs4D_9M,judged,AKT,5,0,0,0,no,none
lEJ9DVhqtY0,judged,Batang Rebelde,4,1,0,0,no,none
lHEhRi69prg,judged,Lord Manuel,2,1,0,0,no,none
lQMljr0xaC4,judged,J-Blaque,3,2,0,0,no,none
lStuw3Oe-w4,judged,Plaridhel,3,0,0,0,no,none
lTuzGEsfyBs,promo,NA,NA,NA,NA,NA,NA,none
lbO4KibzgVk,judged,Tatz Maven,4,1,0,0,no,none
ldm0YdF3ndA,judged,Romano,5,0,0,0,no,none
llo7mx9GtxY,judged,3rdy,3,2,0,0,no,none
lm4u9ZOX7Kk,judged,Jonas,5,0,0,0,no,none
lq_1doRWQhM,judged,Harvey,3,2,0,0,no,none
lxw5YiCznCQ,judged,Goriong Talas,3,2,0,0,no,none
lyQTC81rbg8,judged,Aklas,5,0,0,0,no,none
