matchup,event_name,event_description,video_id
Lil Coli vs Krack,Ahon 2 (Day 2),"FlipTop Metro Manila presents: Ahon II, Day 2 @ Hades Bar, Quezon City, Philippines. July 2, 2011. Filipino Conference Battles.",DCcmWiYvzo8
Damsa/Flict-G vs Sayadd/Aklas,Ahon 2 (Day 2),"FlipTop Metro Manila presents: Ahon II, Day 2 @ Hades Bar, Quezon City, Philippines. July 2, 2011. Filipino Conference Battles.",1JBHCZI1h1w
Dello vs Zaito,Ahon 2 (Day 2),"FlipTop Metro Manila presents: Ahon II, Day 2 @ Hades Bar, Quezon City, Philippines. July 2, 2011. Filipino Conference Battles.",l3vDaYALwBA
2khelle vs Ranieboy,Ahon 2 (Day 2),"FlipTop Metro Manila presents: Ahon II, Day 2 @ Hades Bar, Quezon City, Philippines. July 2, 2011. Filipino Conference Battles.",DalmfzeuLOY
Asero vs Melchrist,Ahon 2 (Day 2),"FlipTop Metro Manila presents: Ahon II, Day 2 @ Hades Bar, Quezon City, Philippines. July 2, 2011. Filipino Conference Battles.",knuCTZO-N58
Kritiko vs Lirikal,Ahon 2 (Day 2),"FlipTop Metro Manila presents: Ahon II, Day 2 @ Hades Bar, Quezon City, Philippines. July 2, 2011. Filipino Conference Battles.",XEMf6pcZHJk
Daddie Joe D vs Damnsa,Ahon 2 (Day 1),"FlipTop Metro Manila presents: Ahon II, Day 1 @ Hades Bar, Quezon City, Philippines. July 1, 2011. Filipino Conference Battles.",ikxoEOGGbBk
Raynoa vs Kamandag,Ahon 2 (Day 1),"FlipTop Metro Manila presents: Ahon II, Day 1 @ Hades Bar, Quezon City, Philippines. July 1, 2011. Filipino Conference Battles.",qfxVQUQXBLI
Apoc/Dhictah vs Nico/Toma Hawk,Ahon 2 (Day 1),"FlipTop Metro Manila presents: Ahon II, Day 1 @ Hades Bar, Quezon City, Philippines. July 1, 2011. Filipino Conference Battles.",Xz3-gwKQI98
Batas vs Righteous1,Ahon 2 (Day 1),"FlipTop Metro Manila presents: Ahon II, Day 1 @ Hades Bar, Quezon City, Philippines. July 1, 2011. Filipino Conference Battles.",Mc-VCIp6fQU
Blackleaf vs KJah,Ahon 2 (Day 1),"FlipTop Metro Manila presents: Ahon II, Day 1 @ Hades Bar, Quezon City, Philippines. July 1, 2011. Filipino Conference Battles.",4aCz9Uy2CkM
Rudic vs Notorious,Ahon 2 (Day 1),"FlipTop Metro Manila presents: Ahon II, Day 1 @ Hades Bar, Quezon City, Philippines. July 1, 2011. Filipino Conference Battles.",GaAEGz4qMVY
Harlem vs Andy G,Ahon 2 (Day 1),"FlipTop Metro Manila presents: Ahon II, Day 1 @ Hades Bar, Quezon City, Philippines. July 1, 2011. Filipino Conference Battles.",ls3udVloGN4
Target vs Juan Lazy,Ahon 2 (Day 1),"FlipTop Metro Manila presents: Ahon II, Day 1 @ Hades Bar, Quezon City, Philippines. July 1, 2011. Filipino Conference Battles.",1NC16SE3fsM
Maxford vs Whitey Uno,Different Ways,"FlipTop Mindanao presents: Different Ways @ Durian Bar, Madrazo Compound, Davao City, Philippines. May 28, 2011. Filipino and Bisaya Conference Battles.",-VkMrtq0gMQ
Dopee vs Mac-T,Different Ways,"FlipTop Mindanao presents: Different Ways @ Durian Bar, Madrazo Compound, Davao City, Philippines. May 28, 2011. Filipino and Bisaya Conference Battles.",QleH6GxaMq4
Snob vs G-Spot,Different Ways,"FlipTop Mindanao presents: Different Ways @ Durian Bar, Madrazo Compound, Davao City, Philippines. May 28, 2011. Filipino and Bisaya Conference Battles.",q_csUNuI1io
Malupit vs Don Busabos,Different Ways,"FlipTop Mindanao presents: Different Ways @ Durian Bar, Madrazo Compound, Davao City, Philippines. May 28, 2011. Filipino and Bisaya Conference Battles.",HUSuRfmqUPU
Blackleaf vs Madd NJ,Different Ways,"FlipTop Mindanao presents: Different Ways @ Durian Bar, Madrazo Compound, Davao City, Philippines. May 28, 2011. Filipino and Bisaya Conference Battles.",EhwWBYNQ-ao
Psycho vs Ice,Different Ways,"FlipTop Mindanao presents: Different Ways @ Durian Bar, Madrazo Compound, Davao City, Philippines. May 28, 2011. Filipino and Bisaya Conference Battles.",eMIIdftRy1c
Makatang Taga Mindanao vs Kuscan,Different Ways,"FlipTop Mindanao presents: Different Ways @ Durian Bar, Madrazo Compound, Davao City, Philippines. May 28, 2011. Filipino and Bisaya Conference Battles.",Zd10LgEP6Yg
Protege vs Tactmatic,Silat,"FlipTop presents: Silat - Malaysia vs Pilipinas @ B-Side, The Collective, Makati City, Philippines. April 9, 2011. English Conference Battles.",0nbfFjinPZk
Plazma vs Double Dice,Silat,"FlipTop presents: Silat - Malaysia vs Pilipinas @ B-Side, The Collective, Makati City, Philippines. April 9, 2011. English Conference Battles.",8cCVmz-EbsY
Libs vs MC Stiff,Silat,"FlipTop presents: Silat - Malaysia vs Pilipinas @ B-Side, The Collective, Makati City, Philippines. April 9, 2011. English Conference Battles.",_TxcOeThlFk
SinCity vs Protege,Silat,"FlipTop presents: Silat - Malaysia vs Pilipinas @ B-Side, The Collective, Makati City, Philippines. April 9, 2011. English Conference Battles.",1B55iUByytU
Cleave Heckler vs Aaron G,Silat,"FlipTop presents: Silat - Malaysia vs Pilipinas @ B-Side, The Collective, Makati City, Philippines. April 9, 2011. English Conference Battles.",Fzqt-vEfXTU
One3D vs Hallucinate,Silat,"FlipTop presents: Silat - Malaysia vs Pilipinas @ B-Side, The Collective, Makati City, Philippines. April 9, 2011. English Conference Battles.",RGRRZp_D5Ww
Zain Azrai vs Fuego,Silat,"FlipTop presents: Silat - Malaysia vs Pilipinas @ B-Side, The Collective, Makati City, Philippines. April 9, 2011. English Conference Battles.",OmBxq7BbQHc
joshG vs MC Stiff,Silat,"FlipTop presents: Silat - Malaysia vs Pilipinas @ B-Side, The Collective, Makati City, Philippines. April 9, 2011. English Conference Battles.",M5zpk0TKOnw
Nico vs Damsa,Grain Assault 2,"FlipTop presents: Grain Assault II, FlipTop Anniversary @ Quantum Cafe, Kamagong Street, Makati City, Philippines. Feb. 5, 2011. Filipino Conference Battles.",_hdnb8OUfPc
Toma Hawk vs Spade,Grain Assault 2,"FlipTop presents: Grain Assault II, FlipTop Anniversary @ Quantum Cafe, Kamagong Street, Makati City, Philippines. Feb. 5, 2011. Filipino Conference Battles.",fDnv4tyVwCw
Harlem vs Badang,Grain Assault 2,"FlipTop presents: Grain Assault II, FlipTop Anniversary @ Quantum Cafe, Kamagong Street, Makati City, Philippines. Feb. 5, 2011. Filipino Conference Battles.",gMbOaMHX9gc
Daddie Joe D vs Juan Lazy,Grain Assault 2,"FlipTop presents: Grain Assault II, FlipTop Anniversary @ Quantum Cafe, Kamagong Street, Makati City, Philippines. Feb. 5, 2011. Filipino Conference Battles.",9tClNQncsmY
Dello vs Shehyee,Grain Assault 2,"FlipTop presents: Grain Assault II, FlipTop Anniversary @ Quantum Cafe, Kamagong Street, Makati City, Philippines. Feb. 5, 2011. Filipino Conference Battles.",NxM__Gyzd74
Tipsy D vs Icaruz,Ahon 4 (Day 2),"FlipTop Metro Manila presents: Ahon 4 - Day 2 + Bambu: The Rent Money Tour @ B-Side, The Collective, Malugay Street, Makati City, Metro Manila Philippines. November 10, 2012. Filipino Conference Battles.",p66IveXrfh4
Thike vs Sparo,Ahon 4 (Day 2),"FlipTop Metro Manila presents: Ahon 4 - Day 2 + Bambu: The Rent Money Tour @ B-Side, The Collective, Malugay Street, Makati City, Metro Manila Philippines. November 10, 2012. Filipino Conference Battles.",HHM2KQEpdZs
Spade vs Malupet,Ahon 4 (Day 2),"FlipTop Metro Manila presents: Ahon 4 - Day 2 + Bambu: The Rent Money Tour @ B-Side, The Collective, Malugay Street, Makati City, Metro Manila Philippines. November 10, 2012. Filipino Conference Battles.",O06kWvWHQU4
Badang vs Zaito,Ahon 4 (Day 2),"FlipTop Metro Manila presents: Ahon 4 - Day 2 + Bambu: The Rent Money Tour @ B-Side, The Collective, Malugay Street, Makati City, Metro Manila Philippines. November 10, 2012. Filipino Conference Battles.",zw0StGhysxY
Papew vs Ejo,Ahon 4 (Day 2),"FlipTop Metro Manila presents: Ahon 4 - Day 2 + Bambu: The Rent Money Tour @ B-Side, The Collective, Malugay Street, Makati City, Metro Manila Philippines. November 10, 2012. Filipino Conference Battles.",G9YYPHpmZZo
Rapido vs Mocks Wun,Ahon 4 (Day 2),"FlipTop Metro Manila presents: Ahon 4 - Day 2 + Bambu: The Rent Money Tour @ B-Side, The Collective, Malugay Street, Makati City, Metro Manila Philippines. November 10, 2012. Filipino Conference Battles.",gO8B75deIT8
Sinio vs JayTee,Ahon 4 (Day 2),"FlipTop Metro Manila presents: Ahon 4 - Day 2 + Bambu: The Rent Money Tour @ B-Side, The Collective, Malugay Street, Makati City, Metro Manila Philippines. November 10, 2012. Filipino Conference Battles.",jAf6OHtH4hU
Blackleaf vs Stielo,Ahon 4 (Day 2),"FlipTop Metro Manila presents: Ahon 4 - Day 2 + Bambu: The Rent Money Tour @ B-Side, The Collective, Malugay Street, Makati City, Metro Manila Philippines. November 10, 2012. Filipino Conference Battles.",71Jc8_WBk48
Elbiz vs Dopee,Ahon 4 (Day 2),"FlipTop Metro Manila presents: Ahon 4 - Day 2 + Bambu: The Rent Money Tour @ B-Side, The Collective, Malugay Street, Makati City, Metro Manila Philippines. November 10, 2012. Filipino Conference Battles.",HXlPq4WBrns
G-Spot vs Daddie Joe D,Ahon 4 (Day 2),"FlipTop Metro Manila presents: Ahon 4 - Day 2 + Bambu: The Rent Money Tour @ B-Side, The Collective, Malugay Street, Makati City, Metro Manila Philippines. November 10, 2012. Filipino Conference Battles.",tl3_lKtsF-M
Mac T vs WBeat,Ahon 4 (Day 2),"FlipTop Metro Manila presents: Ahon 4 - Day 2 + Bambu: The Rent Money Tour @ B-Side, The Collective, Malugay Street, Makati City, Metro Manila Philippines. November 10, 2012. Filipino Conference Battles.",PFxQ6hp6Wi4
Mastamine vs Mizayld,Ahon 4 (Day 2),"FlipTop Metro Manila presents: Ahon 4 - Day 2 + Bambu: The Rent Money Tour @ B-Side, The Collective, Malugay Street, Makati City, Metro Manila Philippines. November 10, 2012. Filipino Conference Battles.",0_8OSf89YT8
Magz vs Malixi,Ahon 4 (Day 2),"FlipTop Metro Manila presents: Ahon 4 - Day 2 + Bambu: The Rent Money Tour @ B-Side, The Collective, Malugay Street, Makati City, Metro Manila Philippines. November 10, 2012. Filipino Conference Battles.",bF7itKGEIvo
JBox vs Duke,Ahon 4 (Day 2),"FlipTop Metro Manila presents: Ahon 4 - Day 2 + Bambu: The Rent Money Tour @ B-Side, The Collective, Malugay Street, Makati City, Metro Manila Philippines. November 10, 2012. Filipino Conference Battles.",E54WtqD3Y5U
Fongger vs Bogchick,Ahon 4 (Day 1),"FlipTop Metro Manila presents: Ahon 4 - Day 1 + Bambu: The Rent Money Tour @ B-Side, The Collective, Malugay Street, Makati City, Metro Manila Philippines. November 9, 2012. Filipino Conference Battles.",kFTueyGjxB8
KJah vs Maxford,Ahon 4 (Day 1),"FlipTop Metro Manila presents: Ahon 4 - Day 1 + Bambu: The Rent Money Tour @ B-Side, The Collective, Malugay Street, Makati City, Metro Manila Philippines. November 9, 2012. Filipino Conference Battles.",xjIk4tZ61Wg
Melchrist vs Rudic,Ahon 4 (Day 1),"FlipTop Metro Manila presents: Ahon 4 - Day 1 + Bambu: The Rent Money Tour @ B-Side, The Collective, Malugay Street, Makati City, Metro Manila Philippines. November 9, 2012. Filipino Conference Battles.",-RFFeYRXtoE
PriceTagg vs Aklas,Ahon 4 (Day 1),"FlipTop Metro Manila presents: Ahon 4 - Day 1 + Bambu: The Rent Money Tour @ B-Side, The Collective, Malugay Street, Makati City, Metro Manila Philippines. November 9, 2012. Filipino Conference Battles.",C4Lp5PklBsc
Frooz vs Sayadd,Ahon 4 (Day 1),"FlipTop Metro Manila presents: Ahon 4 - Day 1 + Bambu: The Rent Money Tour @ B-Side, The Collective, Malugay Street, Makati City, Metro Manila Philippines. November 9, 2012. Filipino Conference Battles.",0HQ39ERiuJM
Tweng vs Zero Hour,Ahon 4 (Day 1),"FlipTop Metro Manila presents: Ahon 4 - Day 1 + Bambu: The Rent Money Tour @ B-Side, The Collective, Malugay Street, Makati City, Metro Manila Philippines. November 9, 2012. Filipino Conference Battles.",6sBWZ_rNxyQ
Batang Rebelde vs Negatibo,Ahon 4 (Day 1),"FlipTop Metro Manila presents: Ahon 4 - Day 1 + Bambu: The Rent Money Tour @ B-Side, The Collective, Malugay Street, Makati City, Metro Manila Philippines. November 9, 2012. Filipino Conference Battles.",PhLzuYcL3Y8
Crazymix vs Nico,Ahon 4 (Day 1),"FlipTop Metro Manila presents: Ahon 4 - Day 1 + Bambu: The Rent Money Tour @ B-Side, The Collective, Malugay Street, Makati City, Metro Manila Philippines. November 9, 2012. Filipino Conference Battles.",jHlke-sI0BQ
Snob vs Kamandag,Ahon 4 (Day 1),"FlipTop Metro Manila presents: Ahon 4 - Day 1 + Bambu: The Rent Money Tour @ B-Side, The Collective, Malugay Street, Makati City, Metro Manila Philippines. November 9, 2012. Filipino Conference Battles.",wi1ZRxh--0g
G-Clown vs Lazta,Ahon 4 (Day 1),"FlipTop Metro Manila presents: Ahon 4 - Day 1 + Bambu: The Rent Money Tour @ B-Side, The Collective, Malugay Street, Makati City, Metro Manila Philippines. November 9, 2012. Filipino Conference Battles.",HMnE4nuHHn0
Prosecutor Billy vs Batang X,Ahon 4 (Day 1),"FlipTop Metro Manila presents: Ahon 4 - Day 1 + Bambu: The Rent Money Tour @ B-Side, The Collective, Malugay Street, Makati City, Metro Manila Philippines. November 9, 2012. Filipino Conference Battles.",bLcDQOD0LQo
2khelle vs Jojo,Ahon 4 (Day 1),"FlipTop Metro Manila presents: Ahon 4 - Day 1 + Bambu: The Rent Money Tour @ B-Side, The Collective, Malugay Street, Makati City, Metro Manila Philippines. November 9, 2012. Filipino Conference Battles.",DUqOabogZRc
Flobeat vs JheyCrix,Ahon 4 (Day 1),"FlipTop Metro Manila presents: Ahon 4 - Day 1 + Bambu: The Rent Money Tour @ B-Side, The Collective, Malugay Street, Makati City, Metro Manila Philippines. November 9, 2012. Filipino Conference Battles.",yvNpatSMrkk
Spade vs Flipzydot1,Wall Lords Philippines,"FlipTop Metro Manila presents: Wall Lords Philippines @ B-Side, The Collective, Malugay Street, Makati City, Metro Manila Philippines. October 13, 2012. Filipino Conference Battles.",Y2rF6cSCjmY
Flict-G vs Daddie Joe D,Wall Lords Philippines,"FlipTop Metro Manila presents: Wall Lords Philippines @ B-Side, The Collective, Malugay Street, Makati City, Metro Manila Philippines. October 13, 2012. Filipino Conference Battles.",els9-KmLE98
Mocks Wun vs Sparo,Aspakan,"FlipTop Central Luzon presents: Aspakan @ Party Piknikan, Lazatin Blvd., Villa Victoria, San Fernando City, Pampanga, Philippines. October 6, 2012. Filipino Conference Battles.",TCax_1ve6uY
Apoc vs Sayantipiko,Aspakan,"FlipTop Central Luzon presents: Aspakan @ Party Piknikan, Lazatin Blvd., Villa Victoria, San Fernando City, Pampanga, Philippines. October 6, 2012. Filipino Conference Battles.",CWTEW8i6GIY
Sinio vs Rish,Aspakan,"FlipTop Central Luzon presents: Aspakan @ Party Piknikan, Lazatin Blvd., Villa Victoria, San Fernando City, Pampanga, Philippines. October 6, 2012. Filipino Conference Battles.",yznjBZc2nVM
Prosecutor Billy vs El D'no,Aspakan,"FlipTop Central Luzon presents: Aspakan @ Party Piknikan, Lazatin Blvd., Villa Victoria, San Fernando City, Pampanga, Philippines. October 6, 2012. Filipino Conference Battles.",sfqTztCnbG4
Frooz vs Jhapormz,Aspakan,"FlipTop Central Luzon presents: Aspakan @ Party Piknikan, Lazatin Blvd., Villa Victoria, San Fernando City, Pampanga, Philippines. October 6, 2012. Filipino Conference Battles.",Kz6_joURLko
Dhictah vs Third D,Aspakan,"FlipTop Central Luzon presents: Aspakan @ Party Piknikan, Lazatin Blvd., Villa Victoria, San Fernando City, Pampanga, Philippines. October 6, 2012. Filipino Conference Battles.",MajDDHKrkCQ
Elbiz vs Jaffie,Aspakan,"FlipTop Central Luzon presents: Aspakan @ Party Piknikan, Lazatin Blvd., Villa Victoria, San Fernando City, Pampanga, Philippines. October 6, 2012. Filipino Conference Battles.",-D6mQMbL3SU
Righteous1 vs Asero,Aspakan,"FlipTop Central Luzon presents: Aspakan @ Party Piknikan, Lazatin Blvd., Villa Victoria, San Fernando City, Pampanga, Philippines. October 6, 2012. Filipino Conference Battles.",iTldB0VfI3c
Nico vs 2khelle,Aspakan,"FlipTop Central Luzon presents: Aspakan @ Party Piknikan, Lazatin Blvd., Villa Victoria, San Fernando City, Pampanga, Philippines. October 6, 2012. Filipino Conference Battles.",lCayXs4D_9M
Jade Wunn vs Lirikal,Aspakan,"FlipTop Central Luzon presents: Aspakan @ Party Piknikan, Lazatin Blvd., Villa Victoria, San Fernando City, Pampanga, Philippines. October 6, 2012. Filipino Conference Battles.",_G_iDVDFnqE
Primethugz vs Verse1,Aspakan,"FlipTop Central Luzon presents: Aspakan @ Party Piknikan, Lazatin Blvd., Villa Victoria, San Fernando City, Pampanga, Philippines. October 6, 2012. Filipino Conference Battles.",xOz3Ju-Oq_c
Melchrist vs Troublesome,Kataga,"FlipTop Calabarzon presents: Kataga @ Kamalig Bar, Pandawan Salinas, Rosario, Cavite, Philippines. September 8, 2012. Filipino Conference Battles.",uhYGMLQkDRU
Crazymix vs Rapido,Kataga,"FlipTop Calabarzon presents: Kataga @ Kamalig Bar, Pandawan Salinas, Rosario, Cavite, Philippines. September 8, 2012. Filipino Conference Battles.",QdtgOGmmtEQ
Andy G vs Papew,Kataga,"FlipTop Calabarzon presents: Kataga @ Kamalig Bar, Pandawan Salinas, Rosario, Cavite, Philippines. September 8, 2012. Filipino Conference Battles.",ZLeHi6JYcYo
Thike vs Damnsa,Kataga,"FlipTop Calabarzon presents: Kataga @ Kamalig Bar, Pandawan Salinas, Rosario, Cavite, Philippines. September 8, 2012. Filipino Conference Battles.",6l8_-UgExnQ
Zaito vs Batang Rebelde,Kataga,"FlipTop Calabarzon presents: Kataga @ Kamalig Bar, Pandawan Salinas, Rosario, Cavite, Philippines. September 8, 2012. Filipino Conference Battles.",fdgD8jWcsgg
Elias vs Yelshawn,Kataga,"FlipTop Calabarzon presents: Kataga @ Kamalig Bar, Pandawan Salinas, Rosario, Cavite, Philippines. September 8, 2012. Filipino Conference Battles.",AOPqiG31__M
Krusa vs Bogchick,Kataga,"FlipTop Calabarzon presents: Kataga @ Kamalig Bar, Pandawan Salinas, Rosario, Cavite, Philippines. September 8, 2012. Filipino Conference Battles.",kJpu03L8U0M
G-Clown vs J-Lem,Kataga,"FlipTop Calabarzon presents: Kataga @ Kamalig Bar, Pandawan Salinas, Rosario, Cavite, Philippines. September 8, 2012. Filipino Conference Battles.",2pJKSarss28
Mizayld vs Ranieboy,Kataga,"FlipTop Calabarzon presents: Kataga @ Kamalig Bar, Pandawan Salinas, Rosario, Cavite, Philippines. September 8, 2012. Filipino Conference Battles.",XE6TcNn-FLA
BLKD vs Apekz,Unibersikulo,"FlipTop Metro Manila presents: Unibersikulo - Dos Por Dos Finals x Boom Bap Fridays @ B-Side, The Collective, Malugay Street, Makati City, Metro Manila, Philippines. August 31, 2012. Filipino Conference Battles.",u3RqpqLiLo8
Target vs Badang,Unibersikulo,"FlipTop Metro Manila presents: Unibersikulo - Dos Por Dos Finals x Boom Bap Fridays @ B-Side, The Collective, Malugay Street, Makati City, Metro Manila, Philippines. August 31, 2012. Filipino Conference Battles.",bWWRGFtWaSk
Zaito vs Bassilyo,Unibersikulo,"FlipTop Metro Manila presents: Unibersikulo - Dos Por Dos Finals x Boom Bap Fridays @ B-Side, The Collective, Malugay Street, Makati City, Metro Manila, Philippines. August 31, 2012. Filipino Conference Battles.",6zDkRsAAtbw
